ID,Tweet_ID,Isi_Tweet,Tanggal_Tweet,Kandidat,Aplikasi,Lokasi User,Sentimen
-46949434,Eduard_Ong,"Presiden> Jokowi, Kapolri> Ahok - Indonesia Aman dan Tentram",8/4/2013 12:06,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Surga Wanita,1
1141911408,Lhu_Tweet, saya boleh bertnya tidak ??? twitter presiden prabowo subianto apa yah ???,8/4/2013 13:26,Prabowo,web,,0
-461765225,sandyjavie,Coba menghayal Prabowo (Capres) & Jokowi (Cawapres) 2014 #twitiseng,8/5/2013 8:51,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Pondok Gede,1
-1643312027,yayanferdians,"  kebalik smua,  yg hrus jd capres, arb,hr n yg lainnya wapres aja",8/5/2013 9:24,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",purbalingga - Jakarta,1
-1224726920,yunendraanggria,"Klo prabowo jadi presiden,jokowi jadi wakil, ahok jadi gubernur..saya akan dukung sepenuh'y..",8/5/2013 10:32,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",indonesia,1
936405276,rudy_ojoss,"  terserah islam mo ngomong apa, tapi kami suka lihat rakyat terlena tv dan pro capres jokowi, maka gebernur baru DKI=Ahok",8/5/2013 12:00,Jokowi,web,,1
1876493607,dewinuramaliaaa,"#CAPRES #ARB Cepet2 aja pemilu. Biar saya pilih ARB, sekolah 12th geratis dan apa lagi mencairkan dana GKN 2013 buat 39org kelompok saya  :love",8/5/2013 13:33,Aburizal,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>","?: -3.30493,114.57058",1
-810622913,dhriebatoe," Hi #mynameis Bakrie / Capres? ARB? / No,my first name tlong bwain minum pakai BAKRIE   #50",8/5/2013 20:06,Aburizal,"<a href=""http://twuffer.com"" rel=""nofollow"">Twuffer</a>","Batu, Malang",-1
1445070385,rafly_000,"Saya rasa peluang anda  untuk menjadi wapres di 2014 sangat kecil, karena saingan anda adalah Bpk Presiden PRABOWO!! HaHaHa",8/5/2013 22:18,Prabowo,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,-1
1576795289,Athleta7Satria,"Gimana mau jadi presiden ARB itu, nyebut nama negaranya aja salah.. Indonesia woy bukan Endonesia.. :/",8/5/2013 23:22,Aburizal,web,MANCHESTER UNITED FC,-1
-985587656,Sukopramono,Bapak Presiden Joko Widodo #soon #ComingSoon,8/6/2013 3:16,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Under The Moonshine,1
-1355322376,QueenOfBarca,"Rosell (presiden): Jk ada yg ingin membeli Messi, mrk hrs membayar sktr 580M utk byr 250M klausal pembelian dan 56% pajak pendapatan [sport]",8/6/2013 4:04,JK,web,CAMP NOU,0
-2120008320,Aim_Matul,Bpk capres wiranto ko skrng kurus yaa?,8/6/2013 4:27,Wiranto,"<a href=""http://twittanic.com"" rel=""nofollow"">Twittani</a>","Samarinda, Indonesia",0
-1748197835,jogjaonlen,"- Presiden Soeharto,- Presiden Megawati,     - Mantan Ketua MPR Amien Rais,- Hidayat N Wahid,- Wapres Boediono,- Anies Baswedan.",8/6/2013 6:05,Megawati,web,"?: 0.0,0.0",0
1997963046,agungSP_05," bkan lgi presiden, jokowi lg kalah lantak ente,, hha  ao cantik men lah tuo kagek,,,",8/6/2013 7:45,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Palembang - Yogyakarta,0
554467367,ambisigue,"6 kali presiden, 11 kali presiden (hatta, hk 8, am, umar w, sudarmono, tri s, habibie, mega, hamzah h, jk, budiono.",8/6/2013 10:50,Hatta,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",,0
442696394,yugopriono,Can mau tanya sebab capres wiranto pasangan ma HT  ??,8/6/2013 11:37,Wiranto,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Semarang,0
1649709013,TrioMacan2000,"Sdh dibahas dulu. Agar HT serius ..ga main2 : Can mau tanya sebab capres wiranto pasangan ma HT  ??""",8/6/2013 11:40,Wiranto,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",Nowhere but everywhere,1
1015671682,arsyadarmawan,capres prabowo bagus kayanya,8/6/2013 13:26,Prabowo,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Serang,1
1298575462,abangdigo,"Cucu sby said : ""kakek ku presiden (sby), kakek calon presiden (hatta), ayahku nanti juga calon presiden (ibas)""",8/6/2013 16:05,Hatta,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","?: -6.587318,106.773243",0
911390686,Ririanzy,Kalau muhammadiyah memang tidak berpolitik kenapa ketumnya mau bertemu ARB utk membicarakan soal pencalonan presiden ARB *simpulkan sendiri*,8/6/2013 20:19,Aburizal,web,"Kampoeng 9, Mamuju",0
2008910028,TukimanChu,"Capres ARB banyak beriklan mengeluarkan kata2 yg membuai rakyat, & kemudian membuat statement elektabilitasnya naik. Jgn hnya segitunya Bung",8/7/2013 0:41,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jbi| Indonesia,-1
712067101,hendriwidjaya,"Posisi ideal untuk indonesia lebih baik : presiden , wakil presiden , gubernur DKI , ketua KPK ",8/7/2013 1:25,Jokowi,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,1
1130931790,emiradammm," Boleee laaa join Group ""Rumahku diKampungku"" Presiden Hatta , I manager , ahli baru 2 org :) Hahahaha",8/7/2013 4:47,Hatta,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","42100 , Klang",0
1774884733,leo_siag," eyaaa,coy jokowi ada dihati rakyat coy,pilpres rakyat mau jokowi jadi presiden!!,jokowi fenomenal coy !!!",8/7/2013 4:50,Jokowi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,1
1877642134,ErikRaihan,"Jusuf Kalla Mudik ke Makassar Pakai Pesawat Komersial: Sejak tak lagi menjadi Wakil Presiden, Jusuf Kalla ternyata membiasakan diri u...",8/7/2013 12:27,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Makassar, Indonesia",0
-1949013371,renorayz, mohon maaf lahir batin ya pak capres Prabowo yang terhormat..,8/7/2013 14:53,Prabowo,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Saiyan's World,1
1491274112,lalu_saeful, nanti konvoi pendukung capres jokowi pada pilpres nanti dilarang ga ya?,8/7/2013 15:47,Jokowi,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Bogor Jawa Barat,1
-986267962,abdullah_amas,Capres Dahlan iskan mana bener ucapan med ied nya pak hehe,8/8/2013 8:05,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,-1
-1659120615,GomblohAttack,  saya selaku pendukung abadi paman ARB turut berdukung cita dalam pemilihan presiden ARB for better future,8/8/2013 11:30,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","?: -7.563815,110.766574",1
841914638,Rasyidi_tob," alhamduilah, lebaran tahun depan dgn Presiden Jokowi, amien.",8/8/2013 13:17,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1
783113246,sarahafrida,Sebel liat Capres Aburizal Bakrie gtau knapa. Dia ya nyalon atas dsar apa jg g ngrti. Mau ngurusin Indonesia? Ngurusin lapindo aja ga kelar2,8/8/2013 15:05,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",SMA N 1 KEBUMEN,-1
258894753,Nyomanwidi55," Kalau blh komentar peluang Golkar dlm Capres, ARB jangan ngotot maju, hrs kader yg lain selain ARB. Klo itu dilakukan aman.",8/8/2013 18:42,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta Barat,-1
-1480022221,Wennywinston,"Makasar-Sulsel. Puluhan orang terjepit dan terinjak, demi 50.000 dari mantan wakil presiden, Jusuf Kalla #dukalebaran",8/8/2013 23:00,JK,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,0
-1353704415,redaksipagi7,"Sejumlah HL  : Pembagian Zakat di Rumah Mantan Wakil Presiden Jusuf Kalla Ricuh""",8/8/2013 23:19,JK,web,Indonesia,0
979983189,dWikanto,"Wkwkwkwk, ternyata ndak siyap menerima perbedaan ide. Lha wong aku usul Ahok aja yg jadi Presiden, Jokowi wakilnya. #eh disengiti wkwkwkwk..",8/9/2013 3:42,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jogjakarta,-1
-1360460658,SurabayaNih,2013Mantan Wakil Presiden Jusuf Kalla (JK) hari mengadakan open house di kediamannya.,8/9/2013 4:30,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,0
1736173248,sean___s,Ponakannya capres wiranto nyariin gw ... Anjrot harus bener nih,8/9/2013 4:38,Wiranto,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rumah,0
90300412,lampung8,2013Mantan Wakil Presiden Jusuf Kalla (JK) hari mengadakan open house di kediamannya.: Mantan Wakil Preside...,8/9/2013 4:51,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,0
484369493,S00L000,2013Mantan Wakil Presiden Jusuf Kalla (JK) hari mengadakan open house di kediamannya.: Mantan Wakil Presiden Jusuf Kalla (JK) har...,8/9/2013 5:01,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,0
-1021788859,SKHTeenlicious,"#TeamFollowBack \""Open House\"", JK Berdiri di Teras Rumahnya: Mantan Wakil Presiden Jusuf Kalla atau akrab disapa JK berd...  #TFBJP #TFB",8/9/2013 6:09,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Sukoharjo  Indonesia,0
1427834296,ullzzang1,"Ketika JK, Ical, dan Paloh Tertawa Bersama...: ""Ini teman sejati kita,"" kata mantan Wakil Presiden Jusuf Kalla alias JK ketika meneri...",8/9/2013 6:12,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,0
671760608,sukaeRTe,"\""Open House\"", JK Berdiri di Teras Rumahnya - Mantan Wakil Presiden Jusuf Kalla atau akrab disapa JK berdiri di ...",8/9/2013 6:32,JK,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",timelines,0
478985921,akmaller,"\""Open House\"", JK Berdiri di Teras Rumahnya: Mantan Wakil Presiden Jusuf Kalla atau akrab disapa JK berdiri di teras rumahnya di Jalan ",8/9/2013 7:15,JK,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Watan Soppeng,0
-1872491132,Politikhangat,JK tak menampik didekati para pimpinan parpol: Nama mantan Wakil Presiden Jusuf Kalla (JK) masih menjadi calon ,8/9/2013 7:48,JK,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Indonesia,1
-1205946597,Muhammad_Weshfi,JK: Pantas Tidaknya Jokowi Jadi Capres Tergantung Kinerja di Jakarta: Mantan Wakil Presiden Jusuf Kalla menyebut layak tidaknya...  Wifi,8/9/2013 8:05,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Bekasi,0
-402289644,lampung8,2013Mantan Wakil Presiden Jusuf Kalla menyebut layak tidaknya Joko Widodo menjadi calon presiden tergantung kin...,8/9/2013 8:17,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,0
739697792,Manokwari2,2013Mantan Wakil Presiden Jusuf Kalla menyebut layak tidaknya Joko Widodo menjadi calon presiden tergantung kinerjanya sebagai Gubern...,8/9/2013 8:30,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,0
-1876923779,SurabayaNih,"2013Anggaran open house di istana negara disebut-sebut menghabiskan dana Rp 1,4 miliar. Mantan Wakil Presiden Jusuf Kalla menyatakan ...",8/9/2013 8:41,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,0
486342513,akmaller,"JK: Tak Boleh Paksa Keyakinan Warga Syiah di Sampang: Mantan Wakil Presiden Jusuf Kalla alias JK mengatakan, tidak boleh ada pemaksaan ",8/9/2013 9:34,JK,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Watan Soppeng,0
8428793,akmaller,"Lebaran, Jakob Oetama Silaturahim ke Rumah JK: Tokoh media nasional Jakob Oetama bersilatuhrahim dengan mantan Wakil Presiden Jusuf Kalla ",8/9/2013 9:34,JK,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Watan Soppeng,0
-702954085,Politikhangat,JK: Jokowi layak jadi presiden jika berhasil pimpin Jakarta: Mantan Wakil Presiden Jusuf Kalla (JK) menilai seorang ,8/9/2013 10:05,JK,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Indonesia,1
340834133,TuitIndonesia,"#TuitIndonesia Jokowi Diusung Sebagai Capres, JK Belum Mau Banyak Komentar #Indonesia #Tuit",8/9/2013 11:52,JK,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Sosial Media Indonesia,1
-1622929053,akaWongganthenk, Ma'af lahir dan bathin pak JK ...? ayo maju lagi capres JK indonesia butuh orang yang berani seperti Bapak.....?,8/9/2013 12:09,JK,web,,1
425688257,Denmaskoes,Apapun partainya...presiden prabowo subianto..,8/9/2013 12:34,Prabowo,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta Indonesia,1
1729127898,Politikhangat,JK mengaku belum niat ikut konvensi Demokrat: Mantan Wakil Presiden Jusuf Kalla (JK) mengaku belum berniat mengikuti ,8/9/2013 13:05,JK,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Indonesia,-1
2090038940,andikaDwibae,"sy Lbih suka capres ''Wiranto & Harry.T'' drpda  krn mrka brkampanye dg mmbntu LNGSUNG rkyat yg mmbuthkan drpd koar2 di twtr,",8/9/2013 13:30,Wiranto,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",INDONESIA,1
1468093739,Politikhangat,"JK katakan, butuh waktu Jokowi jadi capres: Mantan Wakil Presiden Jusuf Kalla menyebut layak tidaknya Joko Widodo ",8/9/2013 13:51,JK,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Indonesia,-1
-1717059538,PROREPUBLIK,Klw bukan Jokowi siapa yg pantas mnjadi Presiden? Wiranto atau ARB? Atau ada figur bersih lain Can ,8/9/2013 13:57,Wiranto,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",JAKARTA,1
-65371087,BronzeProfile,Henky Santhoz A- JK: Remisi adalah Balasan Napi Berkelakuan Baik:  Mantan Wakil Presiden Jusuf Kalla mengatakan tidak b...  BOT TWEET  ,8/9/2013 14:02,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Indonesian,0
-405728984,MPI_OnLine," utk itulah Mas Jokowi harus clearkan Jkt terlebih dulu, nah yg jd isu hangat 2014 Mas yg jelas capres Wiranto, ARB, Prabowo",8/9/2013 14:11,Wiranto,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MASYARAKAT PANCASILA INDONESIA,-1
-941394656,news_2_SERUMPUN,Calon Besan JK Nongol di Antara Para Elite Parpol: Mantan Wakil Presiden Jusuf Kalla (JK) menjadi magnet bagi para elite partai polit...,8/9/2013 16:55,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Indonesia dan Malaysia,1
-1352625100,BandungGiat,via : #Bandung Calon Besan JK Nongol di Antara Para Elite Parpol - Mantan Wakil Presiden Jusuf Kalla (JK) menjadi magnet... h,8/9/2013 18:44,JK,"<a href=""http://www.GroupTweet.com"" rel=""nofollow"">GroupTweet</a>",Bandung,1
2002278223,news_2_SERUMPUN,JK Masih Bimbang Ikut Konvensi Capres Demokrat: Mantan Wakil Presiden Jusuf Kalla (JK) mengaku sempat diajak berbincang untuk ikut Ko...,8/9/2013 19:40,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Indonesia dan Malaysia,-1
-470334659,Rizaldidas,"Usul aja, di pemilu 2014 ada capres JK dengan cawapres Dahlan Iskan dari non partai, pasti kepilih deh.",8/10/2013 0:10,JK,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","BSD city, Indonesia",1
-1742885503,MyAngels_MKS,#FactAK  2008. Pernikahan yang juga dihadiri olh Presiden SBY & Wakil Presiden Jusuf Kalla kabarnya menelan biaya Rp2 miliar.,8/10/2013 1:53,JK,web,AngelK Heart,0
-826413444,MyAngels_MKS,"#FactAK  slain Presiden SBY dan Wakil Presiden JK, hadir jga pra selebriti Indo yg berbaur ditengah sekitar 4rb tamu undangan",8/10/2013 2:00,JK,web,AngelK Heart,0
-217753953,sjamsu_rahardja,"Utk org Jawa, julukan caPres ""ARB"" lebih pas daripada ""Ical""",8/10/2013 5:23,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,0
-1105216814,despar54,J Kalla: Dukungan rakyat kpd Capres Jokowi BAGAI Tsunami      ,8/10/2013 7:01,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,1
88524544,despar54,J Kalla: Dukungan rakyat kpd Capres Jokowi BAGAI Tsunami       ,8/10/2013 7:02,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,1
595564193,despar54,J Kalla: Dukungan rakyat kpd Capres Jokowi BAGAI Tsunami       ,8/10/2013 7:02,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,1
-1786881521,despar54,J Kalla:Dukungan rakyat kpd Capres Jokowi BAGAI Tsunami      ,8/10/2013 7:04,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,1
-1694671602,inyongmanise,Dahsyat!!:: J Kalla:Dukungan rakyat kpd Capres Jokowi BAGAI Tsunami    ,8/10/2013 8:01,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Poor Rich-country,1
